element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
V,1,"=""460.61471""","=""0.00012""","=""690000""","=""6.3e+05""",B+,"=""137.383""","=""21841.421""","=""3d3.4s2""","=""a 4F""","=""5/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4G*""","=""5/2""",,"=""T9399""","=""L15916""",
Ni,1,"=""460.623""","=""""","=""18""","=""1.0e+07""",D,"=""29013.206""","=""50716.896""","=""3d8.(3F).4s.4p.(3P*)""","=""5G*""","=""2""","=""3d9.(2D<3/2>).4d""","=""2[3/2]""","=""1""",,"=""T4287""","=""L3475""",
Th,2,"=""460.6299""","=""0.0003""","=""26""","=""""",,"=""22685.44712""","=""44388.7675""","=""5f.(2F*).6d2.(3F)""","=""4G*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
N,4,"=""460.633""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4738""",
Cr,1,"=""460.6364""","=""0.002""","=""15""","=""1.2e+07""",D,"=""35884.255""","=""57587.299""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2F1).4p""","=""t 3G*""","=""4""",,"=""T3963""","=""L808""",
Ce,2,"=""460.640""","=""""","=""420""","=""1.95e+07""",B+,"=""7341.007""","=""29043.854""","=""4f2.(3H).6s""","=""2H""","=""11/2""","=""4f2.(3H<6>).6p<1/2>""","=""(6,1/2)*""","=""13/2""",,"=""T8629""","=""L3475""",
Th,2,"=""460.65021""","=""0.00003""","=""150""","=""""",,"=""12472.17734""","=""34174.5433""","=""5f.6d.(3F*).7s""","=""2F*""","=""5/2""","=""5f2.(1D).7s""","=""""","=""5/2""",,"=""""","=""L5951""",
Cu,2,"=""460.65041""","=""0.00021""","=""730bl""","=""""",,"=""116371.18040""","=""138073.5826""","=""3d9.(2D<5/2>).4d""","=""2[7/2]""","=""4""","=""3d9.(2D<3/2>).4f""","=""2[9/2]*""","=""4""",,"=""""","=""L869c171,c153""",
Sm,2,"=""460.651""","=""""","=""290""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Er,1,"=""460.661""","=""""","=""1000""","=""7.54e+06""",,"=""0.000""","=""21701.885""","=""4f12.6s2""","=""3H""","=""6""","=""4f11.(4I*<11/2>).5d<5/2>.6s2""","=""(11/2,5/2)*""","=""6""",,"=""T7227""","=""L3475""",
Ne,2,"=""460.6697""","=""0.0020""","=""100""","=""""",,"=""291202.0096""","=""312903.4650""","=""2s2.2p4.(3P).4p""","=""4D*""","=""7/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L1406""",
Hf,1,"=""460.6750""","=""0.0011""","=""250""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Nb,1,"=""460.677""","=""""","=""1200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sc,1,"=""460.6858""","=""0.0010""","=""2""","=""""",,"=""25724.658""","=""47425.462""","=""3d.4s.(3D).4p""","=""2F*""","=""7/2""","=""""","=""2D""","=""5/2""",,"=""""","=""L4189c12""",
Cr,1,"=""460.692""","=""0.006""","=""1w""","=""""",,"=""24299.8419""","=""46000.4213""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4G).4p""","=""y 3F*""","=""3""",,"=""""","=""L808""",
W,1,"=""460.6998""","=""""","=""4w""","=""""",,"=""32957.58""","=""54657.56""","=""""","=""*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L153""",
Fe,3,"=""460.713""","=""0.020""","=""""","=""4.1e-02""",C+,"=""0.00""","=""21699.79""","=""3d6""","=""5D""","=""4""","=""3d6""","=""a 3F""","=""3""",M1,"=""u45""","=""L3453""",
N,2,"=""460.716""","=""""","=""450""","=""3.15e+07""",B+,"=""148908.59""","=""170607.89""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""3P""","=""1""",,"=""T7333""","=""L3513""",
V,1,"=""460.72066""","=""0.00018""","=""68000""","=""""",,"=""18805.048""","=""40504.099""","=""3d4.(3P2).4s""","=""b 2P""","=""1/2""","=""3d3.(2P).4s.4p.(3P*)""","=""w 2P*""","=""1/2""",,"=""""","=""L15916""",
Th,1,"=""460.72241""","=""0.00021""","=""11""","=""""",,"=""13175.113345""","=""34874.0693""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Sr,1,"=""460.7331""","=""0.00022""","=""29000r""","=""2.01e+08""",AA,"=""0.000""","=""21698.452""","=""5s2""","=""1S""","=""0""","=""5s.5p""","=""1P*""","=""1""",,"=""T3039""","=""L7362""",
Li,2,"=""460.734""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
Th,1,"=""460.73780""","=""0.00003""","=""290""","=""""",,"=""13175.113345""","=""34873.3535""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Hf,1,"=""460.7480""","=""0.0019""","=""210h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Cr,1,"=""460.750""","=""0.003""","=""1""","=""""",,"=""33113.212""","=""54810.852""","=""3d5.(2F1).4s""","=""b 3F""","=""4""","=""3d5.(4G).5p""","=""v 3H*""","=""4""",,"=""""","=""L808""",
Au,1,"=""460.751""","=""""","=""900w""","=""""",,"=""47007.433""","=""68705.1""","=""5d9<5/2>.6s<1/2>.6p<3/2>""","=""4P*""","=""3/2""","=""5d9.6s.(3D<3>).7s""","=""4D""","=""5/2""",,"=""""","=""L1336""",
W,1,"=""460.7565""","=""""","=""6w""","=""""",,"=""14976.18""","=""36673.70""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Fe,1,"=""460.7647""","=""0.0004""","=""2690bl*""","=""""",,"=""32133.991""","=""53830.975""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d7.(4F).4d""","=""g 5F""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""460.7647""","=""0.0004""","=""2690bl*""","=""""",,"=""26339.696""","=""48036.673""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d7.(4F).5s""","=""e 5F""","=""2""",,"=""""","=""L11631""",
Th,1,"=""460.76600""","=""0.00004""","=""82""","=""""",,"=""21077.152101""","=""42774.0660""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L5951""",
Th,1,"=""460.78327""","=""0.00004""","=""76""","=""""",,"=""11601.03035""","=""33297.1264""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Th,1,"=""460.793472""","=""0.000013""","=""820""","=""""",,"=""7502.287636""","=""29197.90600""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L18702""",
V,1,"=""460.7950""","=""0.0002""","=""120000""","=""""",,"=""26021.907""","=""47717.455""","=""3d3.(4F).4s.4p.(3P*)""","=""z 2G*""","=""7/2""","=""47717e""","=""4F""","=""7/2""",,"=""""","=""L15916""",
Hf,1,"=""460.8093""","=""0.0007""","=""4100""","=""1.28e+06""",B,"=""6572.5498""","=""28267.4366""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""2""",,"=""T5346""","=""L21976,L16323""",
Rh,1,"=""460.812""","=""""","=""29""","=""2.0e+06""",C+,"=""13974.73""","=""35669.50""","=""4d8.(3P).5s""","=""a 2P""","=""1/2""","=""4d8.(3P).5p""","=""z 4P*""","=""1/2""",,"=""T5181""","=""L3475""",
V,4,"=""460.815""","=""""","=""1""","=""1.4e+07""",D,"=""264591.9""","=""286286.5""","=""3p6.3d.4f""","=""3H*""","=""5""","=""3p6.3d.5d""","=""3F""","=""4""",,"=""T2757""","=""L147""",
Cl,3,"=""460.821""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L495""",
Th,1,"=""460.83767""","=""0.00006""","=""27""","=""""",,"=""20214.92997""","=""41908.4679""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Cm,1,"=""460.840""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3587""",
K,2,"=""460.845""","=""0.003""","=""8""","=""2.10e+08""",,"=""166457.3""","=""188150.3""","=""3p5.4s""","=""1P*""","=""1""","=""3p5.4p""","=""1D""","=""2""",,"=""T8304""","=""L3490""",
Cu,2,"=""460.84661""","=""0.00016""","=""3100""","=""""",,"=""116371.18040""","=""138064.2971""","=""3d9.(2D<5/2>).4d""","=""2[7/2]""","=""4""","=""3d9.(2D<3/2>).4f""","=""2[9/2]*""","=""5""",,"=""""","=""L869c171""",
Kr,2,"=""460.848""","=""""","=""1h""","=""""",,"=""139101.568""","=""160794.93""","=""4s2.4p4.(3P).5p""","=""2P*""","=""1/2""","=""4s2.4p4.(1D).4d""","=""2S""","=""1/2""",,"=""""","=""L7386""",
Th,1,"=""460.862004""","=""0.000019""","=""640""","=""""",,"=""2869.259165""","=""24561.65178""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
W,1,"=""460.8816""","=""""","=""8""","=""""",,"=""18974.51""","=""40665.85""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Zr,3,"=""460.8970""","=""""","=""60""","=""7.97e+07""",,"=""125438.69""","=""147129.42""","=""4d.4f""","=""1H*""","=""5""","=""4d.(2D<3/2>).5g""","=""2[11/2]""","=""6""",,"=""T6869""","=""L9267""",
Th,1,"=""460.91318""","=""0.00006""","=""25""","=""""",,"=""19713.03109""","=""41403.0150""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Tc,1,"=""460.9159""","=""""","=""300c""","=""""",,"=""13252.74""","=""34942.64""","=""4d6.(3P2).5s""","=""4P""","=""5/2""","=""4d5.(6S).5s.(5S).5p""","=""4P*""","=""3/2""",,"=""""","=""L149""",
Ti,2,"=""460.92659""","=""0.00017""","=""""","=""2.9e+04""",D,"=""9518.1516""","=""31207.5111""","=""3d3""","=""a 4P""","=""5/2""","=""3d2.(3F).4p""","=""z 2F*""","=""5/2""",,"=""T4502""","=""L9190""",
Ho,2,"=""460.932""","=""""","=""120c,w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Tm,1,"=""460.9354""","=""0.0005""","=""100""","=""1.15e+06""",C+,"=""15587.811""","=""37276.778""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",,"=""T6708""","=""L2006""",
Ne,1,"=""460.9365""","=""0.0020""","=""300""","=""""",,"=""150772.1118""","=""172460.966""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Th,2,"=""460.937069""","=""0.000023""","=""310""","=""""",,"=""12485.68373""","=""34174.5433""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.(1D).7s""","=""""","=""5/2""",,"=""""","=""L5951""",
Rn,1,"=""460.938""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7432""",
Cu,2,"=""460.9416""","=""0.0003""","=""560""","=""""",,"=""117130.340""","=""138819.0637""","=""3d8.(3F).4s.4p.(3P*)""","=""3D*""","=""2""","=""3d9.(2D<3/2>).5d""","=""2[7/2]""","=""3""",,"=""""","=""L869c171,c153""",
Th,1,"=""460.94391""","=""0.00021""","=""7""","=""""",,"=""13945.307389""","=""35633.8554""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
O,2,"=""460.9442""","=""""","=""14""","=""""",,"=""234454.634""","=""256143.187""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""7/2""",,"=""""","=""L10621""",
Ti,3,"=""460.9506""","=""""","=""5""","=""""",,"=""148978.72""","=""170666.94""","=""3p6.3d.5p""","=""3P*""","=""1""","=""3p6.3d.5d""","=""3P""","=""2""",,"=""""","=""L3593""",
Th,1,"=""460.95160""","=""0.00021""","=""7""","=""""",,"=""15618.98461""","=""37307.1417""","=""5f.6d2.7s""","=""5H*""","=""3""","=""6d4""","=""""","=""3""",,"=""""","=""L3552""",
Sc,1,"=""460.9528""","=""0.0010""","=""5""","=""""",,"=""15041.902""","=""36730.110""","=""3d2.(3F).4s""","=""2F""","=""7/2""","=""3d2.(1D).4p""","=""2F*""","=""7/2""",,"=""""","=""L4189c12""",
Ar,2,"=""460.95669""","=""0.00001""","=""2291""","=""7.89e+07""",A,"=""148842.4674""","=""170530.4040""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
V,1,"=""460.9643""","=""0.0002""","=""120000*""","=""""",,"=""11100.596""","=""32788.181""","=""3d3.4s2""","=""a 2G""","=""9/2""","=""3d3.(2H).4s.4p.(3P*)""","=""z 4H*""","=""9/2""",,"=""""","=""L15916""",
V,1,"=""460.9643""","=""0.0002""","=""120000*""","=""4.6e+07""",C,"=""22496.546""","=""44184.111""","=""3d4.(1I).4s""","=""2I""","=""11/2""","=""3d4.(1G2).4p""","=""t 2H*""","=""11/2""",,"=""u38""","=""L15916""",
Al,2,"=""460.97""","=""""","=""7""","=""""",,"=""121483.50""","=""143170.04""","=""3s.4d""","=""3D""","=""3""","=""3s.8p""","=""3P*""","=""2""",,"=""""","=""L3471""",
Kr,2,"=""460.975""","=""""","=""20hs""","=""""",,"=""118474.359""","=""140161.462""","=""4s2.4p4.(3P).5s""","=""2P""","=""3/2""","=""4s2.4p4.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L8549""",
Th,1,"=""460.97960""","=""0.00021""","=""7""","=""""",,"=""15970.09583""","=""37656.9647""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L3552""",
Ne,4,"=""460.98""","=""0.15""","=""5i""","=""""",,"=""714325+z""","=""736012+z""","=""2s2.2p2.(3P<2>).5g""","=""2[6]""","=""""","=""2s2.2p2.(3P<2>).6h""","=""2[7]*""","=""""",,"=""""","=""L397,L17865""",
Pm,1,"=""460.985""","=""""","=""500r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Nd,1,"=""460.987""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mo,1,"=""460.9873""","=""""","=""360""","=""8.22e+06""",A,"=""18229.152""","=""39915.644""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",,"=""T5293""","=""L10250,L3475""",
W,1,"=""460.9886""","=""""","=""25""","=""1.42e+06""",B,"=""15460.01""","=""37146.36""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""T4976""","=""L153""",
Cr,1,"=""460.9896""","=""0.003""","=""8*""","=""""",,"=""35870.458""","=""57556.98""","=""3d5.(2H).4s""","=""b 3H""","=""4""","=""3d5.(2F1).4p""","=""t 3G*""","=""3""",,"=""""","=""L808""",
Cr,1,"=""460.9896""","=""0.003""","=""8*""","=""""",,"=""26801.9009""","=""48488.098""","=""3d5.(6S).4p""","=""z 5P*""","=""1""","=""3d4.4s.5s""","=""f 5D""","=""0""",,"=""""","=""L808""",
Ne,1,"=""460.9910""","=""0.0001""","=""1500""","=""""",,"=""150772.1118""","=""172458.427""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
Sc,1,"=""460.9949""","=""0.0010""","=""5""","=""""",,"=""18571.386""","=""40257.516""","=""3d.4s.(3D).4p""","=""4P*""","=""5/2""","=""3d.4s.(3D).4d""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""5/2""","=""1s.2p.4s""","=""4P*""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""1/2""","=""1s.2p.4s""","=""4P*""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""5/2""","=""1s.2p.4s""","=""4P*""","=""5/2""",,"=""""","=""L12158""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""3/2""","=""1s.2p.4s""","=""4P*""","=""5/2""",,"=""""","=""L12158""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""3/2""","=""1s.2p.4s""","=""4P*""","=""3/2""",,"=""""","=""L12158""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""3/2""","=""1s.2p.4s""","=""4P*""","=""1/2""",,"=""""","=""L12158""",
Be,2,"=""461.0""","=""0.10""","=""*""","=""""",,"=""1074607.6+x""","=""1096291+x""","=""1s.2p.3p""","=""4P""","=""1/2""","=""1s.2p.4s""","=""4P*""","=""1/2""",,"=""""","=""L12158""",
Th,1,"=""461.00809""","=""0.00004""","=""120""","=""""",,"=""13847.77037""","=""35533.2884""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Ac,1,"=""461.0100""","=""0.0006""","=""1100""","=""2.4e+07""",D+,"=""2231.432""","=""23916.835""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(1D).7p""","=""2D*""","=""3/2""",,"=""T10463""","=""L7344""",
Ne,2,"=""461.0151""","=""0.0020""","=""80""","=""""",,"=""291495.0176""","=""313180.2149""","=""2s2.2p4.(3P).4p""","=""4D*""","=""5/2""","=""2s2.2p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L1406""",
O,2,"=""461.0203""","=""""","=""12""","=""""",,"=""234402.797""","=""256087.746""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""",,"=""""","=""L10621""",
Hf,1,"=""461.0288""","=""0.0007""","=""83""","=""""",,"=""19791.3040""","=""41475.864""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""2""","=""6p2.(3P).5d.(4F).6s""","=""c 5F""","=""3""",,"=""""","=""L16323""",
Th,1,"=""461.03070""","=""0.00021""","=""19""","=""""",,"=""15618.98461""","=""37303.4367""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Sc,1,"=""461.0408""","=""0.0010""","=""5""","=""""",,"=""16096.8834""","=""37780.858""","=""3d.4s.(1D).4p""","=""2D*""","=""3/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
Th,1,"=""461.04567""","=""0.00017""","=""28""","=""""",,"=""4961.658832""","=""26645.40609""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L12239""",
Ti,3,"=""461.0477""","=""""","=""8""","=""""",,"=""147931.47""","=""169615.12""","=""3p6.3d.5p""","=""3F*""","=""2""","=""3p6.3d.5d""","=""3F""","=""2""",,"=""""","=""L3593""",
Cs,2,"=""461.05134""","=""0.00003""","=""8700""","=""""",,"=""129998.9106""","=""151682.3953""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""""","=""L12126""",
Th,1,"=""461.05345""","=""0.00006""","=""35""","=""""",,"=""18809.88631""","=""40493.2719""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Mn,2,"=""461.059""","=""0.0015""","=""1""","=""""",,"=""59537.455""","=""81220.63""","=""3d6""","=""c 1G""","=""4""","=""3d5.(a 2D).4p""","=""z 1F*""","=""3""",,"=""""","=""L562""",
Th,1,"=""461.062721""","=""0.000021""","=""460""","=""""",,"=""18011.38030""","=""39694.3296""","=""5f.6d2.7s""","=""5H*""","=""5""","=""5f.6d2.7p ""","=""5I""","=""5""",,"=""""","=""L5951""",
Kr,2,"=""461.065""","=""""","=""60hl""","=""""",,"=""140117.228""","=""161800.17""","=""4s2.4p4.(3P).5p""","=""2D*""","=""5/2""","=""4s2.4p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L7386""",
V,1,"=""461.0919""","=""0.0002""","=""94000""","=""5.7e+05""",B+,"=""8413.009""","=""30094.585""","=""3d4.(5D).4s""","=""a 4D""","=""1/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 4P*""","=""3/2""",,"=""T9399""","=""L15916""",
Ti,3,"=""461.1041""","=""""","=""3""","=""3.7e+07""",D,"=""148978.72""","=""170659.72""","=""3p6.3d.5p""","=""3P*""","=""1""","=""3p6.3d.5d""","=""3P""","=""1""",,"=""T1216""","=""L3593""",
Cr,1,"=""461.1056""","=""0.002""","=""4""","=""2.0e+05""",D,"=""23933.8561""","=""45614.8444""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L808""",
Fe,1,"=""461.1064""","=""0.0003""","=""89""","=""""",,"=""26623.735""","=""48304.643""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""2""",,"=""""","=""L11631""",
O,2,"=""461.1070""","=""""","=""3""","=""""",,"=""234402.797""","=""256083.604""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""3/2""",,"=""""","=""L10621""",
B,2,"=""461.113""","=""0.020""","=""25*""","=""4.7e+04""",D,"=""171545.96""","=""193226.5""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2p.3p""","=""3S""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""461.113""","=""0.020""","=""25*""","=""2.4e+05""",D,"=""171545.96""","=""193226.5""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2p.3p""","=""3S""","=""1""",,"=""u27,LS""","=""L12120""",
Fe,1,"=""461.11846""","=""0.00006""","=""145""","=""6.64e+04""",D+,"=""22996.674""","=""44677.006""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",,"=""T5783""","=""L11631""",
Ar,2,"=""461.12432""","=""0.00016""","=""9""","=""""",,"=""174409.8916""","=""196089.9385""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Si,4,"=""461.127""","=""""","=""1w*""","=""3.71e+05""",B,"=""305682.27""","=""327361.97""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""3/2""",,"=""c33""","=""L6098""",
Si,4,"=""461.127""","=""""","=""1w*""","=""2.23e+06""",B+,"=""305682.27""","=""327361.97""","=""2p6.6p""","=""2P*""","=""3/2""","=""2p6.7d""","=""2D""","=""5/2""",,"=""c33""","=""L6098""",
Fe,1,"=""461.12786""","=""0.00006""","=""4170""","=""""",,"=""29469.024""","=""51148.910""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5S""","=""2""",,"=""""","=""L11631""",
Po,1,"=""461.144""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3488""",
Ac,1,"=""461.1590""","=""0.0006""","=""81""","=""2.12e+07""",B,"=""12078.067""","=""33756.455""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(3F).7p""","=""2F*""","=""7/2""",,"=""T10463""","=""L7344""",
Hf,1,"=""461.1630""","=""0.0019""","=""41d""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
V,1,"=""461.17324""","=""0.00015""","=""100000""","=""""",,"=""15664.801""","=""37342.555""","=""3d4.(3F2).4s""","=""b 4F""","=""3/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""w 2F*""","=""5/2""",,"=""""","=""L15916""",
Th,1,"=""461.17582""","=""0.00004""","=""110""","=""""",,"=""19227.33665""","=""40904.9656""","=""5f.6d2.7s""","=""5I*""","=""6""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Ir,2,"=""461.1776""","=""0.0020""","=""1bl(Ir I)?""","=""""",,"=""31518.49""","=""53196.15""","=""5d7.(2F).6s""","=""3F""","=""3""","=""5d7.(4P<5/2>).6p""","=""(5/2,1/2)*""","=""3""",,"=""""","=""L4457,L7593""",
Th,2,"=""461.185971""","=""0.000019""","=""590""","=""""",,"=""9202.26506""","=""30879.41982""","=""5f.6d.(1G*).7s""","=""2G*""","=""7/2""","=""5f.7s.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Xe,1,"=""461.18882""","=""0.00005""","=""100""","=""3.0e+04""",D,"=""67067.547""","=""88744.559""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""T8608""","=""L7292""",
Tb,1,"=""461.196""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""461.19620""","=""0.00006""","=""32""","=""8.0e+06""",D,"=""27163.1052""","=""48839.778""","=""3d5.(4P).4s""","=""b 3P""","=""0""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 3D*""","=""1""",,"=""T3963""","=""L14866""",
Pr,3,"=""461.202""","=""""","=""450w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2466""",
Pr,2,"=""461.208""","=""""","=""140""","=""""",,"=""0.00""","=""21676.12""","=""4f3.(4I*<9/2>).6s<1/2>""","=""(9/2,1/2)*""","=""4""","=""4f2.5d.6s?""","=""""","=""5""",,"=""""","=""L3475""",
Th,2,"=""461.2168""","=""0.0003""","=""26""","=""""",,"=""16818.06540""","=""38493.7674""","=""6d3""","=""2G""","=""7/2""","=""6d2.(3P).7p""","=""*""","=""5/2""",,"=""""","=""L2372""",
