element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Gd,2,"=""419.768""","=""""","=""""","=""""","=""450""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""419.77104""","=""0.00005""","=""419.771028""","=""0.000020""","=""29""","=""""",,"=""19588.36224""","=""43404.1631""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Th,1,"=""419.77513""","=""0.00005""","=""419.775131""","=""0.000018""","=""29""","=""""",,"=""17224.302340""","=""41039.8704""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
B,4,"=""419.777""","=""0.015""","=""419.773""","=""0.014""","=""30""","=""""",,"=""[2018835.9]""","=""[2042651.6]""","=""1s.5s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""""","=""L12548""",
Fe,2,"=""""","=""""","=""419.78079""","=""0.00003""","=""""","=""1.07e-02""",E,"=""3117.4877""","=""26932.7348""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""",E2,"=""T9588c100""","=""""",
Xe,2,"=""419.781""","=""""","=""419.7795+""","=""""","=""10H""","=""""",,"=""123112.54""","=""146927.86""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).6d""","=""2[3]""","=""5/2""",,"=""""","=""L6925""",
Cr,1,"=""419.7824""","=""0.002""","=""419.78347""","=""0.00016""","=""8""","=""""",,"=""36552.1351""","=""60367.230""","=""3d5.(2F2).4s""","=""d 3F""","=""3""","=""""","=""q 3F*""","=""4""",,"=""""","=""L808""",
Th,2,"=""419.79394""","=""0.00005""","=""419.793918""","=""0.000007""","=""21""","=""""",,"=""9400.96493""","=""33215.4672""","=""6d3""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(1G)""","=""*""","=""3/2""",,"=""""","=""L5951""",
W,1,"=""419.7982""","=""""","=""""","=""""","=""1w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Ce,2,"=""419.800""","=""""","=""419.79951+""","=""""","=""280""","=""""",,"=""4910.963""","=""28725.148""","=""4f.5d.(3H*).6s""","=""*""","=""11/2""","=""4f.5d.(3H*).6p""","=""""","=""9/2""",,"=""""","=""L3475""",
Dy,1,"=""419.802""","=""""","=""419.8019+""","=""""","=""800""","=""1.08e+08""",B+,"=""9211.591""","=""33025.64""","=""4f10.6s2""","=""5I""","=""5""","=""4f10.(5I<5>).6s.6p.(1P*<1>)""","=""(5,1)*""","=""5""",,"=""T7148""","=""L3475""",
Cr,1,"=""419.802""","=""0.003""","=""419.80323""","=""0.00007""","=""2""","=""""",,"=""31393.2968""","=""55207.271""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(2D1).4p""","=""v 3F*""","=""4""",,"=""""","=""L808""",
Co,2,"=""419.8060""","=""0.0025""","=""419.8041""","=""0.0011""","=""14d""","=""""",,"=""95683.364""","=""119497.29""","=""3d7.(4F).5p""","=""5D*""","=""3""","=""3d7.(4F).7s""","=""5F""","=""4""",,"=""""","=""L4687c119""",
Ho,1,"=""419.808""","=""""","=""""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ne,1,"=""419.81018""","=""0.00020""","=""419.80984""","=""0.00012""","=""700""","=""""",,"=""148257.7898""","=""172071.389""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L4498""",
Si,2,"=""419.813""","=""""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3541""",
Fe,4,"=""""","=""""","=""419.824""","=""""","=""""","=""5.6e-01""",D,"=""32245.5""","=""56058.3""","=""3d5""","=""4G""","=""11/2""","=""3d5""","=""2H""","=""9/2""",M1,"=""T492""","=""""",
Fe,1,"=""419.82466""","=""0.00005""","=""419.824651""","=""0.000025""","=""9100""","=""1.47e+07""",B+,"=""27166.820""","=""50979.579""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""4""",,"=""T5720""","=""L11631""",
Kr,3,"=""419.825""","=""""","=""419.8250+""","=""""","=""0.5""","=""""",,"=""192701.85""","=""216514.59""","=""4s2.4p3.(2D*).5p""","=""3F""","=""2""","=""4s2.4p3.(4S*).5d""","=""5D*""","=""1""",,"=""""","=""L7284""",
Zr,4,"=""419.8265""","=""""","=""419.8266""","=""0.0007""","=""3000""","=""""",,"=""147002.46""","=""170815.11""","=""4p6.5d""","=""2D""","=""5/2""","=""4p6.6p""","=""2P*""","=""3/2""",,"=""""","=""L5042,L11645""",
Th,1,"=""419.83002""","=""0.00004""","=""419.830048""","=""0.000016""","=""50""","=""""",,"=""20566.62381""","=""44379.0767""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Fe,1,"=""419.83041""","=""0.00005""","=""419.830363""","=""0.000025""","=""29500""","=""8.03e+06""",B,"=""19350.891""","=""43163.326""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""4""",,"=""T4187""","=""L11631""",
Ar,1,"=""419.8317""","=""""","=""419.831729""","=""""","=""200""","=""2.57e+06""",B,"=""93750.5978""","=""117562.9553""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T5223""","=""L2634""",
Fe,2,"=""419.8355""","=""0.0002""","=""419.835441""","=""0.000023""","=""15""","=""""",,"=""91167.936""","=""114980.083""","=""3d6.(5D).5p""","=""w 6P*""","=""7/2""","=""3d6.(5D).6d""","=""6P""","=""7/2""",,"=""""","=""L18349c139""",
Nb,1,"=""419.851""","=""""","=""""","=""""","=""310""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""419.85230""","=""0.00005""","=""419.85230""","=""0.00004""","=""54""","=""""",,"=""31055.2777""","=""54866.4684""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d5.(4G).5p""","=""v 3H*""","=""6""",,"=""""","=""L14866""",
Fe,1,"=""419.8528""","=""0.0004""","=""419.852526""","=""0.000025""","=""219""","=""""",,"=""24118.819""","=""47929.997""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""4""",,"=""""","=""L11631""",
W,1,"=""419.857""","=""""","=""419.8543""","=""0.0012""","=""1""","=""""",,"=""28204.20""","=""52015.28""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
V,1,"=""419.8605""","=""0.0002""","=""419.86051""","=""0.00003""","=""390000""","=""3.2e+05""",B,"=""2311.369""","=""26122.094&dagger;""","=""3d4.(5D).4s""","=""a 6D""","=""7/2""","=""3d4.(5D).4p""","=""y 4F*""","=""7/2""",,"=""T9399""","=""L15916""",
Ne,3,"=""419.861""","=""""","=""419.861""","=""0.004""","=""30w""","=""""",,"=""440051.58""","=""463862.3""","=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""","=""2s2.2p3.(4S*).5p""","=""3P""","=""1""",,"=""""","=""L10704""",
Fe,1,"=""419.86338""","=""0.00005""","=""419.863389""","=""0.000025""","=""3390""","=""1.25e+07""",B,"=""27559.583""","=""51370.145""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""2""",,"=""T5720""","=""L11631""",
Cu,2,"=""419.86561""","=""0.00013""","=""419.86568""","=""0.00004""","=""240""","=""""",,"=""122745.9491""","=""146556.381""","=""3d9.(2D<3/2>).5p""","=""2[5/2]*""","=""2""","=""3d9.(2D<5/2>).6d""","=""2[7/2]""","=""3""",,"=""""","=""L869c171""",
Ce,2,"=""419.867""","=""""","=""419.86401+""","=""""","=""280""","=""""",,"=""7341.007""","=""31151.534""","=""4f2.(3H).6s""","=""2H""","=""11/2""","=""4f2.(3H<6>).6p<3/2>""","=""(6,3/2)*""","=""11/2""",,"=""""","=""L3475""",
Ce,2,"=""419.867""","=""""","=""419.86401+""","=""""","=""280""","=""""",,"=""7341.007""","=""31151.534""","=""4f2.(3H).6s""","=""2H""","=""11/2""","=""4f2.(3H<6>).6p<3/2>""","=""(6,3/2)*""","=""11/2""",,"=""""","=""L3475""",
Ce,2,"=""419.872""","=""""","=""419.87208+""","=""""","=""840""","=""1.80e+07""",B+,"=""4165.550""","=""27975.619""","=""4f2.(3H).6s""","=""4H""","=""9/2""","=""4f2.(3H<5>).6p<1/2>""","=""(5,1/2)*""","=""9/2""",,"=""T8629""","=""L3475""",
Ac,1,"=""419.8721""","=""0.0004""","=""419.87222""","=""0.00005""","=""460""","=""2.0e+07""",D+,"=""9863.589""","=""33673.650""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3P).7p""","=""4D*""","=""3/2""",,"=""T10463""","=""L7344""",
Yb,3,"=""419.874""","=""""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4835""",
Ar,3,"=""419.883""","=""0.003""","=""419.8762""","=""0.0007""","=""3*""","=""""",,"=""207532.33""","=""231342.1658""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""",,"=""""","=""L7493""",
Ar,3,"=""419.883""","=""0.003""","=""419.8817""","=""0.0012""","=""3*""","=""""",,"=""219337.54""","=""243147.063""","=""3s2.3p3.(2D*).3d""","=""1D*""","=""2""","=""3s2.3p3.(2P*).4p""","=""3P""","=""1""",,"=""""","=""L7493""",
Th,1,"=""419.88752""","=""0.00003""","=""419.887507""","=""0.000011""","=""130""","=""""",,"=""13847.77037""","=""37656.9647""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Ru,1,"=""419.888""","=""""","=""419.8872+""","=""""","=""550""","=""""",,"=""8043.69""","=""31852.90""","=""4d7.(a 4P).5s""","=""a 5P""","=""2""","=""4d7.(a 4F).5p""","=""z 3G*""","=""3""",,"=""""","=""L3475""",
S,6,"=""419.890""","=""""","=""419.889""","=""""","=""120""","=""2.88e+08""",AA,"=""522249.5""","=""546058.6""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""T7942c84""","=""L4882""",
Th,1,"=""419.89356""","=""0.00003""","=""419.893554""","=""0.000004""","=""150""","=""""",,"=""3865.473772""","=""27674.32522""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Th,2,"=""419.90147""","=""0.00003""","=""419.901468""","=""0.000007""","=""82""","=""""",,"=""13468.96833""","=""37277.3711""","=""5f.6d.(3G*).7s""","=""4G*""","=""9/2""","=""5f.6d.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Zr,1,"=""419.909""","=""""","=""""","=""""","=""610""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""419.9095""","=""0.0004""","=""419.909489""","=""0.000025""","=""145000bl""","=""4.92e+07""",B,"=""24574.655""","=""48382.603""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""z 1H*""","=""5""",,"=""T5720""","=""L11631""",
Na,1,"=""419.914""","=""0.002""","=""419.91362""","=""0.00004""","=""""","=""""",,"=""16956.17025""","=""[40763.884]""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.14s""","=""2S""","=""1/2""",,"=""""","=""L9493""",
Th,1,"=""419.91753""","=""0.00018""","=""419.917409""","=""0.000011""","=""30""","=""""",,"=""16217.482038""","=""40024.9810""","=""6d.7s2.7p""","=""1D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L12239""",
Y,2,"=""419.9273""","=""""","=""419.92757+""","=""""","=""120""","=""5.35e+05""",A,"=""840.198""","=""24647.121""","=""4d.5s""","=""a 3D""","=""1""","=""5s.5p""","=""z 3P*""","=""2""",,"=""T4373""","=""L10987,L3475""",
Fe,1,"=""419.9361""","=""0.0004""","=""419.936282""","=""0.000025""","=""158""","=""""",,"=""23783.619""","=""47590.048""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""4""",,"=""""","=""L11631""",
Cu,2,"=""419.9435""","=""0.0004""","=""419.94464""","=""0.00009""","=""110""","=""""",,"=""117928.2197""","=""141734.175""","=""3d9.(2D<3/2>).4d""","=""2[3/2]""","=""1""","=""3d9.(2D<3/2>).6p""","=""2[3/2]*""","=""1""",,"=""""","=""L869c171""",
Sm,2,"=""419.945""","=""""","=""""","=""""","=""270""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sc,1,"=""419.9470""","=""0.0008""","=""419.9470""","=""0.0003""","=""4""","=""""",,"=""21032.732""","=""44838.556""","=""3d.4s.(1D).4p""","=""2F*""","=""5/2""","=""3d.(2D).4p2.(3P)""","=""2F""","=""5/2""",,"=""""","=""L4189c12""",
Fe,2,"=""419.94838""","=""0.00003""","=""419.948454""","=""0.000021""","=""170""","=""""",,"=""89924.150""","=""113729.889""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).6d""","=""6G""","=""13/2""",,"=""""","=""L18349c139""",
V,1,"=""419.9576""","=""0.0004""","=""419.95756""","=""0.00016""","=""17000""","=""""",,"=""18372.462""","=""42177.685""","=""3d3.(4F).4s.4p.(3P*)""","=""z 6F*""","=""7/2""","=""3d4.(5D).4d""","=""e 6G""","=""9/2""",,"=""""","=""L15916""",
Ne,3,"=""419.959""","=""""","=""419.9636""","=""0.0023""","=""90w""","=""""",,"=""448223.06""","=""472027.94""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""1""","=""2s2.2p3.(2D*).4p""","=""3F""","=""2""",,"=""""","=""L10704""",
W,1,"=""419.9617""","=""""","=""419.9620""","=""0.0012""","=""8""","=""""",,"=""17107.01""","=""40911.98""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Th,1,"=""419.963100""","=""0.000019""","=""419.963126""","=""0.000016""","=""310""","=""""",,"=""17959.89498""","=""41764.8023""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L5951""",
Th,1,"=""419.97488""","=""0.00005""","=""419.974892""","=""0.000016""","=""33""","=""""",,"=""17847.07751""","=""41651.3179""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
V,1,"=""419.9819""","=""0.0003""","=""419.98199""","=""0.00003""","=""33000""","=""""",,"=""20813.108""","=""44616.946""","=""3d4.(3D).4s""","=""b 4D""","=""3/2""","=""3d4.(3D).4p""","=""p 4D*""","=""5/2""",,"=""""","=""L15916""",
Ar,2,"=""419.98887""","=""0.00015""","=""419.98890""","=""0.00003""","=""9""","=""""",,"=""172829.6539""","=""196633.1005""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ru,1,"=""419.990""","=""""","=""419.9894+""","=""""","=""7600""","=""3.99e+07""",,"=""6545.03""","=""30348.45""","=""4d7.(a 4F).5s""","=""a 3F""","=""4""","=""4d7.(a 4F).5p""","=""z 3F*""","=""4""",,"=""T6131""","=""L3475""",
Tm,2,"=""419.992""","=""""","=""""","=""""","=""520""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""419.99832""","=""0.00005""","=""419.998366""","=""0.000025""","=""1320""","=""""",,"=""704.007""","=""24506.917""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""2""",,"=""""","=""L11631""",
Th,1,"=""420.00170""","=""0.00018""","=""420.001494""","=""0.000013""","=""13""","=""""",,"=""13945.307389""","=""37748.0401""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L3552""",
W,1,"=""420.0020""","=""""","=""420.0028""","=""0.0014""","=""15""","=""3.12e+06""",B,"=""16431.31""","=""40233.97""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""T6977""","=""L153""",
Ti,3,"=""420.0061""","=""""","=""420.0067+""","=""""","=""9""","=""""",,"=""135601.47""","=""159403.91""","=""3p6.3d.4d""","=""3P""","=""1""","=""3p6.3d.4f""","=""3D*""","=""2""",,"=""""","=""L3593""",
N,3,"=""420.010""","=""""","=""420.007""","=""""","=""150""","=""1.12e+08""",B,"=""297264.4""","=""321066.8""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""",,"=""T7192LS""","=""L3513""",
Cr,1,"=""420.01008""","=""0.00005""","=""420.01010""","=""0.00003""","=""41""","=""""",,"=""24833.7957""","=""48636.0405""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d4.(3F1).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""""","=""L14866""",
Th,1,"=""420.01490""","=""0.00018""","=""420.01470""","=""0.00003""","=""13""","=""""",,"=""17398.39526""","=""41200.3797""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L3552""",
V,1,"=""420.01883""","=""0.00018""","=""420.01882""","=""0.00003""","=""300000""","=""2.45e+05""",B+,"=""2220.156""","=""26021.907""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 2G*""","=""7/2""",,"=""T9399""","=""L15916""",
Ti,3,"=""""","=""""","=""420.026""","=""""","=""""","=""1.3e-02""",E,"=""14397.6""","=""38198.95""","=""3p6.3d2""","=""1G""","=""4""","=""3p6.3d.4s""","=""3D""","=""2""",E2,"=""T1610""","=""""",
Mn,2,"=""420.0280""","=""0.0006""","=""420.0280""","=""0.0004""","=""60""","=""""",,"=""49882.208""","=""73683.44""","=""3d5.(4F).4s""","=""c 3F""","=""4""","=""3d5.(4D).4p""","=""y 3F*""","=""4""",,"=""""","=""L562""",
Mn,10,"=""""","=""""","=""420.03""","=""""","=""""","=""6.4e+00""",E,"=""10019""","=""33820""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p4""","=""1D""","=""2""",M1,"=""T4560""","=""""",
Mn,10,"=""""","=""""","=""420.03""","=""""","=""""","=""2.3e-03""",E,"=""10019""","=""33820""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p4""","=""1D""","=""2""",E2,"=""T4560""","=""""",
V,5,"=""420.0322""","=""""","=""420.0314+""","=""""","=""20""","=""""",,"=""328217.30""","=""352018.34""","=""3p6.5s""","=""2S""","=""1/2""","=""3p6.5p""","=""2P*""","=""3/2""",,"=""""","=""L3917,L11926""",
W,1,"=""420.0419""","=""""","=""420.0404""","=""0.0014""","=""2""","=""""",,"=""23455.02""","=""47255.55""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
Ni,1,"=""""","=""""","=""420.04541""","=""""","=""""","=""1.8e+06""",D,"=""26665.887""","=""50466.131""","=""3d8.(3F).4s.4p.(3P*)""","=""5D*""","=""3""","=""3d8.4s.(4F).5s""","=""3F""","=""4""",,"=""T4287""","=""""",
Fe,2,"=""420.05170""","=""0.00007""","=""420.051750""","=""0.000020""","=""70""","=""""",,"=""90067.357""","=""113867.242""","=""3d6.(3F1).4p""","=""4G*""","=""9/2""","=""3d6.(5D).6d""","=""6G""","=""11/2""",,"=""""","=""L18349c139""",
Si,2,"=""""","=""""","=""420.0658""","=""""","=""""","=""8.14e+06""",E,"=""101023.05""","=""124822.14""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""""",
Ar,1,"=""420.0674""","=""""","=""420.067472""","=""""","=""400""","=""9.7e+05""",B+,"=""93143.7600""","=""116942.7542""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",,"=""T5223""","=""L2634""",
Th,1,"=""420.06861""","=""0.00018""","=""420.068484""","=""0.000011""","=""13""","=""""",,"=""16783.84708""","=""40582.7840""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L3552""",
Ti,1,"=""420.0745""","=""0.0002""","=""420.07447""","=""0.00011""","=""69""","=""""",,"=""18145.286""","=""41943.884""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d3.(2P).4p""","=""u 3P*""","=""1""",,"=""""","=""L10989""",
Fe,1,"=""420.0779""","=""0.0004""","=""420.077749""","=""0.000025""","=""71""","=""""",,"=""12968.554""","=""36766.966""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""",,"=""""","=""L11631""",
S,6,"=""420.083""","=""""","=""420.083""","=""""","=""50""","=""4.79e+07""",AA,"=""522249.5""","=""546047.6""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""T7942c84""","=""L4882""",
W,1,"=""420.0885""","=""""","=""420.0886""","=""0.0014""","=""4""","=""""",,"=""13348.56""","=""37146.36""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Si,2,"=""""","=""""","=""420.0887""","=""""","=""""","=""5.82e+05""",E,"=""101024.35""","=""124822.14""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""""",
Si,2,"=""""","=""""","=""420.0898""","=""""","=""""","=""8.73e+06""",D,"=""101024.35""","=""124822.08""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""T6527c4,LS""","=""""",
V,1,"=""420.0898""","=""0.0002""","=""420.08981""","=""0.00003""","=""210000""","=""""",,"=""137.383""","=""23935.112""","=""3d3.4s2""","=""a 4F""","=""5/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 2D*""","=""5/2""",,"=""""","=""L15916""",
Fe,1,"=""420.09239""","=""0.00005""","=""420.092401""","=""0.000025""","=""2340""","=""6.25e+06""",C+,"=""27394.691""","=""51192.273""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""4""",,"=""T5720""","=""L11631""",
Tb,2,"=""420.100""","=""""","=""""","=""""","=""450""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Be,3,"=""""","=""""","=""419.97""","=""0.12""","=""""","=""4.4246e+02""",AAA,"=""[1177939.7]""","=""[1201744.3]""","=""1s.4s""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
Th,2,"=""420.10050""","=""0.00025""","=""420.100576""","=""0.000011""","=""10""","=""""",,"=""7828.56081""","=""31625.6797""","=""6d2.(3P).7s""","=""""","=""1/2""","=""7s2.7p""","=""*""","=""1/2""",,"=""""","=""L2372""",
Cs,2,"=""420.10489""","=""0.00016""","=""420.10494""","=""0.00009""","=""280""","=""""",,"=""153311.2074""","=""177108.079""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L12126""",
Au,1,"=""420.113""","=""""","=""420.115+""","=""""","=""30""","=""""",,"=""46174.979""","=""69971.3""","=""5d9<5/2>.6s<1/2>.6p<1/2>""","=""4F*""","=""5/2""","=""5d10.8d""","=""2D""","=""3/2""",,"=""""","=""L1336""",
Pr,2,"=""420.117""","=""""","=""""","=""""","=""290""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,2,"=""""","=""""","=""420.1172""","=""""","=""""","=""1.5e-03""",E,"=""0.00""","=""23796.18""","=""3p6.3d9""","=""2D""","=""5/2""","=""3p6.3d8.(1D).4s""","=""2D""","=""3/2""",M1,"=""T4240""","=""""",
Ni,2,"=""""","=""""","=""420.1172""","=""""","=""""","=""6.6e-01""",E,"=""0.00""","=""23796.18""","=""3p6.3d9""","=""2D""","=""5/2""","=""3p6.3d8.(1D).4s""","=""2D""","=""3/2""",E2,"=""T4240""","=""""",
Pt,1,"=""420.12102""","=""0.00018""","=""420.12097""","=""0.00007""","=""470""","=""""",,"=""36844.695""","=""60640.659""","=""5d9.6p""","=""3P*""","=""1""","=""5d9.7s""","=""3D""","=""2""",,"=""""","=""L11529""",
Ce,2,"=""420.124""","=""""","=""420.12398+""","=""""","=""240""","=""""",,"=""7293.938""","=""31089.731""","=""4f.(2F*).5d2.(3F)""","=""2I*""","=""13/2""","=""4f.5d.(3F*).6p""","=""4G""","=""11/2""",,"=""""","=""L3475""",
Xe,2,"=""420.125""","=""""","=""420.1249+""","=""""","=""15H""","=""""",,"=""124289.45""","=""148085.19""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",,"=""""","=""L6925""",
Dy,1,"=""420.130""","=""""","=""420.1309+""","=""""","=""680""","=""1.70e+08""",B+,"=""10925.277""","=""34720.68""","=""4f10.6s2""","=""5I""","=""4""","=""""","=""*""","=""4""",,"=""T7148""","=""L3475""",
