element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Co,2,"=""371.47387""","=""0.00023""","=""490*""","=""1.1e+05""",E,"=""25317.517""","=""52229.725""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d7.(4F).4p""","=""z 3D*""","=""2""",,"=""T6999""","=""L9429c118""",
Co,2,"=""371.47387""","=""0.00023""","=""490*""","=""""",,"=""84014.181""","=""110926.337""","=""3d7.(4F).5s""","=""e 5F""","=""5""","=""3d7.(4F<7/2>).4f""","=""2[9/2]*""","=""5""",,"=""""","=""L9429c118""",
Co,2,"=""371.47387""","=""0.00023""","=""490*""","=""""",,"=""65016.915""","=""91928.989""","=""3d7.(2G).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""e 5G""","=""2""",,"=""""","=""L9429c118""",
Mn,2,"=""371.4775""","=""0.0006""","=""30""","=""""",,"=""59537.455""","=""86449.30""","=""3d6""","=""c 1G""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",,"=""""","=""L562""",
Nd,2,"=""371.4808""","=""""","=""640D*""","=""""",,"=""513.330""","=""27425.000""","=""4f4.(5I).6s""","=""6I""","=""9/2""","=""4f4.(5I).6p""","=""6H*""","=""9/2""",,"=""""","=""L3260,L3475""",
Rh,1,"=""371.483""","=""""","=""45""","=""""",,"=""9221.22""","=""36132.72""","=""4d8.(3P).5s""","=""a 4P""","=""5/2""","=""""","=""1*""","=""7/2""",,"=""""","=""L3475""",
W,1,"=""371.4842""","=""""","=""30""","=""""",,"=""23982.80""","=""50894.12""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
V,1,"=""371.4857""","=""0.0003""","=""15000""","=""1.7e+06""",C+,"=""14949.359""","=""41860.647""","=""3d4.(3H).4s""","=""a 4H""","=""9/2""","=""3d4.(3G).4p""","=""t 4G*""","=""9/2""",,"=""T9399""","=""L15916""",
La,2,"=""371.487""","=""""","=""140""","=""""",,"=""5249.70""","=""32160.99""","=""5d2""","=""a 3P""","=""0""","=""5d.6p""","=""x 3P*""","=""1""",,"=""""","=""L3475""",
Eu,2,"=""371.490""","=""""","=""95""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""371.5034""","=""""","=""40""","=""""",,"=""20427.84""","=""47337.79""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Nd,2,"=""371.504""","=""""","=""250""","=""""",,"=""12118.405""","=""39028.350""","=""4f3.(4I*).5d (5K*).6s""","=""6K*""","=""13/2""","=""4f3.5d.6p""","=""""","=""15/2""",,"=""""","=""L3475""",
Kr,2,"=""371.504""","=""""","=""12h""","=""""",,"=""140135.395""","=""167045.38""","=""4s2.4p4.(3P).5p""","=""2P*""","=""3/2""","=""4s2.4p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L7386""",
Th,1,"=""371.50601""","=""0.00014""","=""280""","=""""",,"=""11197.031257""","=""38106.8449""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L3552""",
O,3,"=""371.508""","=""""","=""110""","=""9.73e+07""",C+,"=""300442.55""","=""327352.17""","=""2s2.2p.(2P*).3p""","=""3P""","=""2""","=""2s2.2p.(2P*).3d""","=""3D*""","=""3""",,"=""T5376,T5791,LS""","=""L3467""",
Th,1,"=""371.50867""","=""0.00006""","=""51""","=""""",,"=""13175.113345""","=""40084.7264""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Sn,2,"=""371.51524""","=""0.00011""","=""500""","=""1.6e+07""",D+,"=""71493.273""","=""98402.412""","=""5s2.6p""","=""2P*""","=""1/2""","=""5s2.8s""","=""2S""","=""1/2""",,"=""T9352""","=""L3149""",
Cr,2,"=""371.517246""","=""0.000012""","=""98""","=""""",,"=""25033.6679""","=""51942.6640""","=""3d5""","=""b 4D""","=""7/2""","=""3d4.(5D).4p""","=""z 4F*""","=""9/2""",,"=""""","=""L18847""",
Mn,2,"=""371.5267""","=""0.0006""","=""100""","=""""",,"=""55697.014""","=""82605.33""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d5.(4F).4p""","=""x 5D*""","=""4""",,"=""""","=""L562""",
Ti,1,"=""371.53683""","=""0.00017""","=""12""","=""""",,"=""17215.390""","=""44122.9818""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d3.(4F).4d""","=""5F""","=""5""",,"=""""","=""L10989""",
Nd,2,"=""371.539""","=""""","=""200*""","=""""",,"=""0.000""","=""26907.528""","=""4f4.(5I).6s""","=""6I""","=""7/2""","=""""","=""*""","=""7/2""",,"=""""","=""L3475""",
Nd,2,"=""371.539""","=""""","=""200*""","=""""",,"=""10794.290""","=""37701.700""","=""4f3.(4I*).5d (5K*).6s""","=""6L*""","=""13/2""","=""4f3.5d.6p""","=""""","=""15/2""",,"=""""","=""L3475""",
Cr,2,"=""371.53995""","=""0.00002""","=""41""","=""""",,"=""39742.0403""","=""66649.3915""","=""3d5""","=""c 2F""","=""5/2""","=""3d4.(a 3P).4p""","=""z 2P*""","=""3/2""",,"=""""","=""L18847""",
Kr,4,"=""371.540""","=""""","=""3""","=""""",,"=""217558.6""","=""244465.9""","=""4s2.4p2.(1D).4d""","=""2D""","=""3/2""","=""4s2.4p2.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L7257""",
Ne,2,"=""371.5458""","=""0.0010""","=""100""","=""""",,"=""292033.1263""","=""318940.046""","=""2s2.2p4.(3P).4p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L1406""",
V,2,"=""371.546408""","=""0.000022""","=""77000""","=""2.62e+07""",B+,"=""12706.0798""","=""39612.9643""","=""3d4""","=""a 3H""","=""6""","=""3d3.(4F).4p""","=""z 3G*""","=""5""",,"=""T9616n""","=""L18516""",
La,2,"=""371.553""","=""""","=""270""","=""""",,"=""2591.60""","=""29498.05""","=""5d.6s""","=""a 3D""","=""2""","=""6s.6p""","=""*""","=""2""",,"=""""","=""L3475""",
Rb,2,"=""371.5581""","=""0.0005""","=""20""","=""""",,"=""158711.854""","=""185617.909""","=""4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L2590""",
Mo,1,"=""371.5646""","=""""","=""197""","=""8.3e+06""",B,"=""16692.905""","=""43598.471""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""z 5I*""","=""4""",,"=""T5293""","=""L10250""",
V,2,"=""371.5665""","=""0.0007""","=""330""","=""""",,"=""50951.737""","=""77857.060""","=""3d4""","=""e 1D1""","=""2""","=""3d3.(2D1).4p""","=""t 3F*""","=""2""",,"=""""","=""L10089c179""",
Er,3,"=""371.567""","=""""","=""600""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1925""",
Mo,1,"=""371.5676""","=""""","=""12""","=""1.99e+06""",B,"=""20280.968""","=""47186.322""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4F).5p""","=""y 5G*""","=""2""",,"=""T5293""","=""L10250""",
Nd,2,"=""371.568""","=""""","=""470""","=""""",,"=""3801.930""","=""30707.280""","=""4f4.(5I).6s""","=""6I""","=""15/2""","=""4f4.(5I).6p""","=""6H*""","=""15/2""",,"=""""","=""L3475""",
Xe,2,"=""371.569""","=""""","=""2H""","=""""",,"=""121179.80""","=""148085.19""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",,"=""""","=""L6925""",
W,1,"=""371.5696""","=""""","=""4""","=""""",,"=""27213.82""","=""54118.78""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Th,2,"=""371.57211""","=""0.00019""","=""77""","=""""",,"=""17272.25153""","=""44177.2649""","=""5f.6d.(3G*).7s""","=""2G*""","=""9/2""","=""5f.6d.(3G*).7p""","=""""","=""11/2""",,"=""""","=""L2372""",
Pm,2,"=""371.575""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u8""",
Ti,1,"=""371.57908""","=""0.00017""","=""12""","=""""",,"=""11639.8109""","=""38544.316""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""""","=""L10989""",
W,1,"=""371.5832""","=""""","=""5""","=""""",,"=""24789.66""","=""51693.85""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""371.58484""","=""""","=""7""","=""""",,"=""28118.836""","=""55022.932""","=""5d4.(3P1).6s""","=""4P""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
Th,1,"=""371.58614""","=""0.00003""","=""220""","=""""",,"=""11241.73043""","=""38145.7369""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Fe,1,"=""371.59113""","=""0.00004""","=""7600""","=""2.60e+06""",B,"=""18378.186""","=""45281.833""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""2""",,"=""T4187""","=""L11631""",
W,1,"=""371.5912""","=""""","=""4""","=""""",,"=""27213.82""","=""54117.36""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Tc,1,"=""371.5944""","=""""","=""500""","=""""",,"=""14169.75""","=""41073.16""","=""4d6.(3P2).5s""","=""4P""","=""3/2""","=""4d6.(3P2).5p""","=""4S*""","=""3/2""",,"=""""","=""L149""",
Nb,4,"=""371.6050""","=""0.0005""","=""25000""","=""1.8e+07""",C+,"=""194389.46""","=""221292.11""","=""4d.6p""","=""3D*""","=""3""","=""4d.6d""","=""3G""","=""3""",,"=""T2192""","=""L12094""",
Hf,1,"=""371.6054""","=""0.0004""","=""1300""","=""""",,"=""25678.643""","=""52581.287""","=""5d3.(2H).6s""","=""a 3H""","=""4""","=""5d3.(b 4F).6p""","=""t 3F*""","=""4""",,"=""""","=""L16323""",
W,2,"=""371.60694""","=""""","=""48""","=""3.02e+06""",B,"=""15146.977""","=""42049.478""","=""5d4.(3H).6s""","=""4H""","=""7/2""","=""5d4.(5D).6p""","=""6F*""","=""5/2""",,"=""T7162""","=""L11762""",
Th,2,"=""371.60881""","=""0.00019""","=""25""","=""""",,"=""20969.0139""","=""47871.3872""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L2372""",
In,2,"=""371.61350""","=""0.00011""","=""760""","=""3.3e+07""",C+,"=""107841.992""","=""134744.019""","=""5s.6p""","=""3P*""","=""1""","=""5s.7d""","=""3D""","=""2""",,"=""T8104""","=""L9805c113""",
Kr,2,"=""371.615""","=""""","=""4""","=""""",,"=""115092.012""","=""141993.940""","=""4s2.4p4.(3P).5s""","=""4P""","=""3/2""","=""4s2.4p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L8549""",
Th,2,"=""371.62141""","=""0.00019""","=""100""","=""""",,"=""10855.32366""","=""37756.7895""","=""6d3""","=""""","=""7/2""","=""5f.(2F*).6d2.(1S)""","=""*""","=""7/2""",,"=""""","=""L2372""",
Sc,1,"=""371.6221""","=""0.0007""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4189c12""",
Sc,2,"=""371.6317""","=""""","=""2""","=""""",,"=""12101.50""","=""39002.20""","=""3p6.3d2""","=""3P""","=""1""","=""3p6.4s.4p""","=""3P*""","=""0""",,"=""""","=""L5141""",
Gd,2,"=""371.636""","=""""","=""1400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ce,2,"=""371.637""","=""""","=""1400""","=""3.10e+07""",B+,"=""0.000""","=""26900.354""","=""4f.(2F*).5d2.(3F)""","=""4H*""","=""7/2""","=""4f.5d.(3H*).6p""","=""""","=""7/2""",,"=""T8629""","=""L3475""",
Fe,1,"=""371.64419""","=""0.00004""","=""19100""","=""3.49e+07""",B,"=""23711.456""","=""50611.261""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",,"=""T5720""","=""L11631""",
Ti,1,"=""371.6459""","=""0.0006""","=""8""","=""""",,"=""18141.265""","=""45040.955""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
Pt,1,"=""371.65006""","=""0.00020""","=""36c""","=""""",,"=""37769.0673""","=""64668.449""","=""5d9.6p""","=""3D*""","=""3""","=""5d8.(3F<4>).6s.6d.(3D<?>)""","=""b (4,?)""","=""4""",,"=""""","=""L11529""",
Cr,1,"=""371.652""","=""0.006""","=""20w*""","=""""",,"=""35862.764""","=""62762.056""","=""3d5.(4F).4s""","=""c 3F""","=""4""","=""3d4.4s.4p""","=""r 3H*""","=""4""",,"=""""","=""L808""",
Cr,1,"=""371.652""","=""0.006""","=""20w*""","=""""",,"=""31393.2968""","=""58292.54""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d4.4s.5p""","=""r 5D*""","=""4""",,"=""""","=""L808""",
Kr,3,"=""371.654""","=""""","=""0.5*""","=""""",,"=""208509.99""","=""235409.76""","=""4s2.4p3.(2P*).5p""","=""3D""","=""2""","=""4s2.4p3.(4S*).6d""","=""5D*""","=""1""",,"=""""","=""L7284""",
Kr,3,"=""371.654""","=""""","=""0.5*""","=""""",,"=""209284.41""","=""236182.61""","=""4s2.4p3.(2P*).5p""","=""3P""","=""1""","=""4s2.4p3.(4S*).6d""","=""5D*""","=""2""",,"=""""","=""L7284""",
Ar,3,"=""371.6553""","=""0.0020""","=""8""","=""""",,"=""204728.39""","=""231627.364""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""",,"=""""","=""L9366""",
W,2,"=""371.65590""","=""""","=""4""","=""""",,"=""19276.431""","=""46175.395""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
Th,1,"=""371.65835""","=""0.00003""","=""400""","=""""",,"=""13175.113345""","=""40073.8922""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L5951""",
K,2,"=""371.660""","=""0.003""","=""5""","=""1.48e+07""",,"=""163232.2""","=""190130.7""","=""3p5.4s""","=""3P*""","=""1""","=""3p5.4p""","=""3P""","=""1""",,"=""T8304""","=""L3490""",
Pt,2,"=""371.66265""","=""0.00020""","=""180""","=""""",,"=""74619.157""","=""101517.630""","=""5d8.6p""","=""74619*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
W,1,"=""371.6722""","=""""","=""30""","=""""",,"=""18116.84""","=""45014.54""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
S,2,"=""371.6799""","=""0.0007""","=""270""","=""""",,"=""133360.858""","=""160258.034""","=""3s2.3p2.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p2.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L5883""",
Th,1,"=""371.68080""","=""0.00014""","=""280""","=""""",,"=""13088.56115""","=""39985.7173""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L3552""",
Ti,1,"=""371.6929""","=""0.0006""","=""7""","=""""",,"=""17075.258""","=""43971.5467""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d3.(4F).4d""","=""f 5H""","=""5""",,"=""""","=""L10989""",
Eu,2,"=""371.694""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
